地域,地域コード,地域,昭和60／総数(人),昭和60／男(人),昭和60／女(人),昭和61／総数(人),昭和61／男(人),昭和61／女(人),昭和62／総数(人),昭和62／男(人),昭和62／女(人),昭和63／総数(人),昭和63／男(人),昭和63／女(人),昭和64／総数(人),昭和64／男(人),昭和64／女(人),平成2／総数(人),平成2／男(人),平成2／女(人),平成3／総数(人),平成3／男(人),平成3／女(人),平成4／総数(人),平成4／男(人),平成4／女(人),平成5／総数(人),平成5／男(人),平成5／女(人),平成6／総数(人),平成6／男(人),平成6／女(人),平成7／総数(人),平成7／男(人),平成7／女(人),平成8／総数(人),平成8／男(人),平成8／女(人),平成9／総数(人),平成9／男(人),平成9／女(人),平成10／総数(人),平成10／男(人),平成10／女(人),平成11／総数(人),平成11／男(人),平成11／女(人),平成12／総数(人),平成12／男(人),平成12／女(人),平成13／総数(人),平成13／男(人),平成13／女(人),平成14／総数(人),平成14／男(人),平成14／女(人),平成15／総数(人),平成15／男(人),平成15／女(人),平成16／総数(人),平成16／男(人),平成16／女(人),平成17／総数(人),平成17／男(人),平成17／女(人),平成18／総数(人),平成18／男(人),平成18／女(人),平成19／総数(人),平成19／男(人),平成19／女(人),平成20／総数(人),平成20／男(人),平成20／女(人),平成21／総数(人),平成21／男(人),平成21／女(人),平成22／総数(人),平成22／男(人),平成22／女(人),平成23／総数(人),平成23／男(人),平成23／女(人),平成24／総数(人),平成24／男(人),平成24／女(人),平成25／人口総数／総数(人),平成25／人口総数／男(人),平成25／人口総数／女(人),平成25／日本人／総数(人),平成25／日本人／男(人),平成25／日本人／女(人),平成25／外国人／総数(人),平成25／外国人／男(人),平成25／外国人／女(人),平成26／人口総数／総数(人),平成26／人口総数／男(人),平成26／人口総数／女(人),平成26／日本人／総数(人),平成26／日本人／男(人),平成26／日本人／女(人),平成26／外国人／総数(人),平成26／外国人／男(人),平成26／外国人／女(人),平成27／人口総数／総数(人),平成27／人口総数／男(人),平成27／人口総数／女(人),平成27／日本人／総数(人),平成27／日本人／男(人),平成27／日本人／女(人),平成27／外国人／総数(人),平成27／外国人／男(人),平成27／外国人／女(人),平成28／人口総数／総数(人),平成28／人口総数／男(人),平成28／人口総数／女(人),平成28／日本人／総数(人),平成28／日本人／男(人),平成28／日本人／女(人),平成28／外国人／総数(人),平成28／外国人／男(人),平成28／外国人／女(人),平成29／人口総数／総数(人),平成29／人口総数／男(人),平成29／人口総数／女(人),平成29／日本人／総数(人),平成29／日本人／男(人),平成29／日本人／女(人),平成29／外国人／総数(人),平成29／外国人／男(人),平成29／外国人／女(人),平成30／人口総数／総数(人),平成30／人口総数／男(人),平成30／人口総数／女(人),平成30／日本人／総数(人),平成30／日本人／男(人),平成30／日本人／女(人),平成30／外国人／総数(人),平成30／外国人／男(人),平成30／外国人／女(人),平成31／人口総数／総数(人),平成31／人口総数／男(人),平成31／人口総数／女(人),平成31／日本人／総数(人),平成31／日本人／男(人),平成31／日本人／女(人),平成31／外国人／総数(人),平成31／外国人／男(人),平成31／外国人／女(人),令和2／人口総数／総数(人),令和2／人口総数／男(人),令和2／人口総数／女(人),令和2／日本人／総数(人),令和2／日本人／男(人),令和2／日本人／女(人),令和2／外国人／総数(人),令和2／外国人／男(人),令和2／外国人／女(人),令和3／人口総数／総数(人),令和3／人口総数／男(人),令和3／人口総数／女(人),令和3／日本人／総数(人),令和3／日本人／男(人),令和3／日本人／女(人),令和3／外国人／総数(人),令和3／外国人／男(人),令和3／外国人／女(人),令和4／人口総数／総数(人),令和4／人口総数／男(人),令和4／人口総数／女(人),令和4／日本人／総数(人),令和4／日本人／男(人),令和4／日本人／女(人),令和4／外国人／総数(人),令和4／外国人／男(人),令和4／外国人／女(人),令和5／人口総数／総数(人),令和5／人口総数／男(人),令和5／人口総数／女(人),令和5／日本人／総数(人),令和5／日本人／男(人),令和5／日本人／女(人),令和5／外国人／総数(人),令和5／外国人／男(人),令和5／外国人／女(人),令和6／人口総数／総数(人),令和6／人口総数／男(人),令和6／人口総数／女(人),令和6／日本人／総数(人),令和6／日本人／男(人),令和6／日本人／女(人),令和6／外国人／総数(人),令和6／外国人／男(人),令和6／外国人／女(人),令和7／人口総数／総数(人),令和7／人口総数／男(人),令和7／人口総数／女(人),令和7／日本人／総数(人),令和7／日本人／男(人),令和7／日本人／女(人),令和7／外国人／総数(人),令和7／外国人／男(人),令和7／外国人／女(人),令和8／人口総数／総数(人),令和8／人口総数／男(人),令和8／人口総数／女(人),令和8／日本人／総数(人),令和8／日本人／男(人),令和8／日本人／女(人),令和8／外国人／総数(人),令和8／外国人／男(人),令和8／外国人／女(人)
4,13222,東久留米市,109919,55585,54334,110634,55908,54726,111198,56209,54989,111625,56352,55273,111777,56434,55343,113402,57184,56218,114124,57444,56680,113762,57266,56496,113451,56983,56468,112958,56756,56202,113172,56705,56467,112386,56254,56132,112471,56121,56350,113004,56380,56624,113799,56800,56999,113533,56549,56984,113212,56368,56844,113752,56570,57182,113603,56492,57111,113974,56722,57252,114539,56943,57596,114554,56978,57576,114376,56853,57523,114418,56803,57615,114717,56915,57802,114807,56851,57956,114772,56760,58012,114414,56487,57927,115840,57053,58787,114248,56420,57828,1592,633,959,116417,57147,59270,114783,56497,58286,1634,650,984,116494,57190,59304,114794,56498,58296,1700,692,1008,117128,57362,59766,115324,56603,58721,1804,759,1045,116867,57162,59705,115045,56401,58644,1822,761,1061,116830,57093,59737,114875,56238,58637,1955,855,1100,116896,57066,59830,114804,56124,58680,2092,942,1150,116916,57002,59914,114695,55987,58708,2221,1015,1206,117007,56915,60092,114742,55870,58872,2265,1045,1220,117091,56926,60165,114849,55902,58947,2242,1024,1218,116839,56707,60132,114457,55653,58804,2382,1054,1328,116512,56487,60025,113889,55327,58562,2623,1160,1463,116325,56338,59987,113475,55053,58422,2850,1285,1565,116570,56433,60137,113305,54901,58404,3265,1532,1733
4,13223,武蔵村山市,60208,30993,29215,60924,31327,29597,61168,31477,29691,62125,31800,30325,63574,32537,31037,64936,33167,31769,65582,33531,32051,65848,33663,32185,66718,34077,32641,67154,34322,32832,67406,34448,32958,67032,34255,32777,66288,33862,32426,66511,33999,32512,66235,33744,32491,65991,33618,32373,65871,33394,32477,65933,33425,32508,65938,33293,32645,65845,33230,32615,66226,33444,32782,67363,34015,33348,67886,34236,33650,68602,34561,34041,69491,34967,34524,70075,35221,34854,70469,35429,35040,70770,35573,35197,72101,36092,36009,71030,35681,35349,1071,411,660,72169,36116,36053,71069,35696,35373,1100,420,680,72092,36044,36048,70933,35592,35341,1159,452,707,72243,36079,36164,70874,35537,35337,1369,542,827,72238,36039,36199,70811,35478,35333,1427,561,866,72489,36090,36399,70901,35470,35431,1588,620,968,72546,36177,36369,70906,35517,35389,1640,660,980,72382,36086,36296,70650,35372,35278,1732,714,1018,72023,35885,36138,70240,35158,35082,1783,727,1056,71872,35768,36104,70086,35016,35070,1786,752,1034,71296,35459,35837,69527,34707,34820,1769,752,1017,71018,35225,35793,69005,34381,34624,2013,844,1169,70696,35172,35524,68553,34210,34343,2143,962,1181,70564,35082,35482,68230,34018,34212,2334,1064,1270
4,13224,多摩市,115386,57883,57503,121310,60971,60339,126453,63743,62710,132850,67276,65574,136988,69667,67321,139543,70973,68570,141846,72224,69622,143401,73114,70287,144880,73738,71142,145677,74032,71645,145184,73521,71663,144529,73089,71440,143614,72497,71117,143314,72316,70998,142792,71969,70823,142176,71643,70533,141527,71259,70268,141039,70982,70057,141049,70869,70180,141505,70914,70591,141940,70962,70978,141492,70636,70856,142267,71050,71217,144823,72357,72466,145356,72443,72913,145682,72399,73283,145076,71948,73128,144295,71411,72884,145719,71808,73911,143681,70971,72710,2038,837,1201,147681,72710,74971,145659,71894,73765,2022,816,1206,147486,72444,75042,145439,71609,73830,2047,835,1212,147849,72508,75341,145694,71624,74070,2155,884,1271,148293,72654,75639,145891,71609,74282,2402,1045,1357,148724,72800,75924,146279,71738,74541,2445,1062,1383,148745,72927,75818,146097,71715,74382,2648,1212,1436,148823,72907,75916,145985,71577,74408,2838,1330,1508,148479,72598,75881,145724,71324,74400,2755,1274,1481,147528,72250,75278,144828,71003,73825,2700,1247,1453,148210,72525,75685,145152,71075,74077,3058,1450,1608,147776,72350,75426,144410,70707,73703,3366,1643,1723,148084,72420,75664,144415,70614,73801,3669,1806,1863,148248,72468,75780,144214,70435,73779,4034,2033,2001
4,13225,稲城市,49722,25564,24158,50296,25778,24518,51341,26261,25080,51984,26641,25343,53642,27513,26129,56502,29019,27483,58103,29947,28156,58774,30358,28416,60728,31534,29194,61656,32003,29653,61465,31790,29675,62172,32033,30139,63359,32564,30795,64007,32914,31093,64960,33379,31581,66842,34375,32467,68508,35156,33352,69735,35774,33961,71426,36666,34760,73520,37639,35881,74786,38230,36556,75726,38699,37027,78461,39983,38478,79664,40523,39141,81050,41218,39832,82029,41712,40317,83575,42399,41176,84274,42722,41552,85877,43458,42419,84795,42939,41856,1082,519,563,86169,43626,42543,85087,43107,41980,1082,519,563,86594,43768,42826,85479,43242,42237,1115,526,589,87461,44113,43348,86351,43586,42765,1110,527,583,89089,44921,44168,87906,44350,43556,1183,571,612,89915,45326,44589,88684,44720,43964,1231,606,625,90585,45589,44996,89264,44931,44333,1321,658,663,91540,46049,45491,90092,45312,44780,1448,737,711,92262,46364,45898,90811,45634,45177,1451,730,721,93007,46672,46335,91501,45927,45574,1506,745,761,93421,46760,46661,91775,45928,45847,1646,832,814,93781,46910,46871,91932,45940,45992,1849,970,879,93916,46914,47002,91866,45826,46040,2050,1088,962,94461,47101,47360,92238,45915,46323,2223,1186,1037
4,13227,羽村市,45953,23943,22010,47002,24495,22507,48124,25096,23028,48893,25364,23529,49817,25765,24052,50647,26197,24450,51510,26639,24871,52235,26999,25236,53185,27591,25594,53609,27795,25814,54188,28124,26064,54691,28389,26302,54634,28262,26372,54751,28224,26527,55297,28510,26787,55532,28507,27025,55329,28335,26994,55177,28240,26937,55089,28208,26881,55337,28330,27007,55213,28189,27024,55083,28122,26961,55674,28464,27210,55743,28440,27303,55820,28522,27298,55934,28542,27392,56050,28610,27440,56018,28599,27419,57237,29110,28127,55960,28553,27407,1277,557,720,56837,28837,28000,55642,28323,27319,1195,514,681,56604,28738,27866,55429,28230,27199,1175,508,667,56355,28611,27744,55205,28124,27081,1150,487,663,56244,28584,27660,55011,28029,26982,1233,555,678,55870,28363,27507,54555,27759,26796,1315,604,711,55607,28251,27356,54215,27609,26606,1392,642,750,55354,28111,27243,53910,27420,26490,1444,691,753,54725,27662,27063,53253,26994,26259,1472,668,804,54609,27607,27002,53207,26968,26239,1402,639,763,54504,27594,26910,52882,26813,26069,1622,781,841,54416,27558,26858,52600,26665,25935,1816,893,923,54126,27339,26787,52147,26388,25759,1979,951,1028,53955,27313,26642,51710,26172,25538,2245,1141,1104
4,13228,あきる野市,66517,33590,32927,67063,33899,33164,67664,34155,33509,68882,34787,34095,69969,35392,34577,71309,36140,35169,72711,36827,35884,73853,37469,36384,74808,37917,36891,75564,38251,37313,75979,38398,37581,76063,38384,37679,76629,38653,37976,76934,38751,38183,77157,38880,38277,77796,39056,38740,78486,39485,39001,78841,39650,39191,79417,39968,39449,79776,40140,39636,79996,40280,39716,80208,40321,39887,80181,40285,39896,80788,40531,40257,80875,40545,40330,81143,40705,40438,81249,40721,40528,81421,40808,40613,81952,41000,40952,81312,40745,40567,640,255,385,81912,40943,40969,81286,40693,40593,626,250,376,81697,40782,40915,81047,40521,40526,650,261,389,81483,40682,40801,80784,40387,40397,699,295,404,81403,40643,40760,80663,40313,40350,740,330,410,80985,40409,40576,80233,40056,40177,752,353,399,80851,40304,40547,80012,39888,40124,839,416,423,80667,40231,40436,79694,39729,39965,973,502,471,80221,39964,40257,79183,39429,39754,1038,535,503,80112,39892,40220,79070,39368,39702,1042,524,518,79807,39730,40077,78644,39120,39524,1163,610,553,79513,39584,39929,78166,38849,39317,1347,735,612,79244,39496,39748,77683,38613,39070,1561,883,678,78559,39058,39501,76902,38159,38743,1657,899,758
4,13229,西東京市,160314,81027,79287,162367,82048,80319,164366,83036,81330,165841,83861,81980,167026,84529,82497,167082,84384,82698,168016,84949,83067,169016,85410,83606,169662,85573,84089,170419,85786,84633,170840,85877,84963,172747,86567,86180,173276,86766,86510,175034,87443,87591,176206,87940,88266,177517,88659,88858,177607,88397,89210,179126,89212,89914,180276,89657,90619,182975,90922,92053,185140,91811,93329,187157,92693,94464,189221,93561,95660,189863,93762,96101,190331,93836,96495,191421,94257,97164,194126,95394,98732,194619,95474,99145,197805,96949,100856,194784,95582,99202,3021,1367,1654,197546,96807,100739,194419,95348,99071,3127,1459,1668,198267,96979,101288,195028,95449,99579,3239,1530,1709,198974,97238,101736,195496,95551,99945,3478,1687,1791,199790,97547,102243,195901,95575,100326,3889,1972,1917,201058,98178,102880,196749,95982,100767,4309,2196,2113,202817,98839,103978,198115,96449,101666,4702,2390,2312,205125,99835,105290,199741,97104,102637,5384,2731,2653,206047,100251,105796,200997,97694,103303,5050,2557,2493,205805,99883,105922,201162,97611,103551,4643,2272,2371,205876,99914,105962,200895,97427,103468,4981,2487,2494,205899,99968,105931,200352,97070,103282,5547,2898,2649,206245,100219,106026,200005,96893,103112,6240,3326,2914,207227,100543,106684,199970,96695,103275,7257,3848,3409
1,13550,町村部,89612,45399,44213,90182,45672,44510,90669,45958,44711,91480,46457,45023,92026,46698,45328,92580,47080,45500,92936,47268,45668,93116,47349,45767,93040,47304,45736,93329,47426,45903,93435,47418,46017,93549,47437,46112,93332,47273,46059,92959,47024,45935,92818,46960,45858,92667,46862,45805,92443,46724,45719,91886,46408,45478,91553,46153,45400,90761,45741,45020,89961,45334,44627,88982,44993,43989,88663,44828,43835,87883,44423,43460,87543,44240,43303,87335,44148,43187,87014,44034,42980,86693,43800,42893,86990,43816,43174,86172,43529,42643,818,287,531,86294,43526,42768,85427,43194,42233,867,332,535,85799,43265,42534,84877,42891,41986,922,374,548,85403,43110,42293,84389,42650,41739,1014,460,554,84591,42813,41778,83528,42321,41207,1063,492,571,84016,42546,41470,82839,42009,40830,1177,537,640,83047,42079,40968,81855,41501,40354,1192,578,614,82034,41615,40419,80764,40986,39778,1270,629,641,81185,41165,40020,79928,40523,39405,1257,642,615,80395,40761,39634,79096,40128,38968,1299,633,666,79524,40240,39284,78106,39533,38573,1418,707,711,78744,39941,38803,77169,39124,38045,1575,817,758,77761,39508,38253,76006,38572,37434,1755,936,819,76662,38943,37719,74734,37903,36831,1928,1040,888
2,13300,郡部,55617,28369,27248,56327,28761,27566,56949,29114,27835,58002,29648,28354,58758,29996,28762,59373,30345,29028,60008,30672,29336,60545,30941,29604,60753,31052,29701,61061,31178,29883,61221,31201,30020,61297,31219,30078,61238,31120,30118,61082,31003,30079,61035,30941,30094,61010,30870,30140,61003,30804,30199,60918,30779,30139,60905,30736,30169,60543,30548,29995,60133,30337,29796,59705,30160,29545,59585,30050,29535,59142,29808,29334,59035,29754,29281,59087,29772,29315,58994,29729,29265,58805,29566,29239,59187,29693,29494,58588,29458,29130,599,235,364,58956,29592,29364,58316,29320,28996,640,272,368,58760,29448,29312,58083,29148,28935,677,300,377,58646,29422,29224,57889,29055,28834,757,367,390,58284,29325,28959,57486,28930,28556,798,395,403,57968,29181,28787,57043,28734,28309,925,447,478,57341,28847,28494,56426,28380,28046,915,467,448,56695,28520,28175,55704,28003,27701,991,517,474,56259,28260,27999,55293,27748,27545,966,512,454,55843,28047,27796,54834,27540,27294,1009,507,502,55354,27758,27596,54246,27191,27055,1108,567,541,54951,27588,27363,53711,26935,26776,1240,653,587,54489,27392,27097,53130,26653,26477,1359,739,620,54035,27148,26887,52515,26313,26202,1520,835,685
4,13303,瑞穂町,26539,13574,12965,27290,13978,13312,27952,14345,13607,28963,14850,14113,29715,15273,14442,30427,15676,14751,31030,16001,15029,31635,16314,15321,31933,16450,15483,32253,16602,15651,32593,16758,15835,32676,16810,15866,32685,16787,15898,32774,16836,15938,32853,16872,15981,33071,16931,16140,33416,17064,16352,33669,17224,16445,33973,17338,16635,34025,17355,16670,33979,17348,16631,33976,17370,16606,33941,17332,16609,33857,17318,16539,33783,17264,16519,33786,17261,16525,33661,17214,16447,33531,17058,16473,33883,17181,16702,33393,16980,16413,490,201,289,33904,17204,16700,33377,16969,16408,527,235,292,33808,17135,16673,33254,16875,16379,554,260,294,33905,17251,16654,33268,16926,16342,637,325,312,33716,17178,16538,33041,16832,16209,675,346,329,33532,17111,16421,32764,16716,16048,768,395,373,33213,16922,16291,32431,16511,15920,782,411,371,32824,16707,16117,31989,16257,15732,835,450,385,32568,16526,16042,31780,16088,15692,788,438,350,32328,16400,15928,31501,15965,15536,827,435,392,32161,16301,15860,31276,15826,15450,885,475,410,32062,16278,15784,31063,15726,15337,999,552,447,32013,16290,15723,30921,15671,15250,1092,619,473,31968,16256,15712,30726,15537,15189,1242,719,523
4,13305,日の出町,15381,7820,7561,15520,7907,7613,15745,8025,7720,16019,8162,7857,16040,8133,7907,16066,8133,7933,16233,8213,8020,16317,8247,8070,16436,8322,8114,16490,8366,8124,16486,8350,8136,16527,8370,8157,16615,8378,8237,16519,8312,8207,16650,8337,8313,16568,8276,8292,16429,8196,8233,16327,8121,8206,16240,8102,8138,16058,8002,8056,15942,7928,8014,15774,7845,7929,15856,7879,7977,15782,7822,7960,15959,7931,8028,16224,8052,8172,16460,8163,8297,16649,8256,8393,16954,8381,8573,16877,8359,8518,77,22,55,16932,8357,8575,16855,8334,8521,77,23,54,17062,8388,8674,16981,8366,8615,81,22,59,17020,8344,8676,16940,8320,8620,80,24,56,17015,8378,8637,16929,8346,8583,86,32,54,16959,8330,8629,16847,8300,8547,112,30,82,16732,8224,8508,16650,8193,8457,82,31,51,16695,8230,8465,16579,8179,8400,116,51,65,16588,8177,8411,16468,8124,8344,120,53,67,16549,8166,8383,16428,8113,8315,121,53,68,16409,8084,8325,16257,8015,8242,152,69,83,16300,8036,8264,16140,7961,8179,160,75,85,16061,7920,8141,15888,7837,8051,173,83,90,15796,7766,8030,15621,7689,7932,175,77,98
4,13307,檜原村,4184,2168,2016,4088,2126,1962,3987,2077,1910,3911,2043,1868,3961,2046,1915,3911,2017,1894,3880,1997,1883,3836,1975,1861,3801,1950,1851,3756,1918,1838,3695,1876,1819,3630,1835,1795,3597,1821,1776,3561,1792,1769,3478,1749,1729,3446,1726,1720,3385,1685,1700,3306,1660,1646,3233,1615,1618,3161,1586,1575,3116,1560,1556,3043,1524,1519,2988,1496,1492,2885,1445,1440,2830,1409,1421,2771,1379,1392,2683,1330,1353,2597,1291,1306,2526,1262,1264,2515,1260,1255,11,2,9,2461,1230,1231,2448,1227,1221,13,3,10,2379,1193,1186,2366,1190,1176,13,3,10,2343,1166,1177,2329,1162,1167,14,4,10,2283,1148,1135,2273,1146,1127,10,2,8,2244,1118,1126,2234,1116,1118,10,2,8,2217,1100,1117,2210,1099,1111,7,1,6,2138,1051,1087,2132,1050,1082,6,1,5,2112,1048,1064,2106,1047,1059,6,1,5,2069,1030,1039,2062,1028,1034,7,2,5,2038,1010,1028,2028,1006,1022,10,4,6,1986,987,999,1975,983,992,11,4,7,1923,961,962,1912,956,956,11,5,6,1902,952,950,1887,945,942,15,7,8
4,13308,奥多摩町,9513,4807,4706,9429,4750,4679,9265,4667,4598,9109,4593,4516,9042,4544,4498,8969,4519,4450,8865,4461,4404,8757,4405,4352,8583,4330,4253,8562,4292,4270,8447,4217,4230,8464,4204,4260,8341,4134,4207,8228,4063,4165,8054,3983,4071,7925,3937,3988,7773,3859,3914,7616,3774,3842,7459,3681,3778,7299,3605,3694,7096,3501,3595,6912,3421,3491,6800,3343,3457,6618,3223,3395,6463,3150,3313,6306,3080,3226,6190,3022,3168,6028,2961,3067,5824,2869,2955,5803,2859,2944,21,10,11,5659,2801,2858,5636,2790,2846,23,11,12,5511,2732,2779,5482,2717,2765,29,15,14,5378,2661,2717,5352,2647,2705,26,14,12,5270,2621,2649,5243,2606,2637,27,15,12,5233,2622,2611,5198,2602,2596,35,20,15,5179,2601,2578,5135,2577,2558,44,24,20,5038,2532,2506,5004,2517,2487,34,15,19,4991,2509,2482,4939,2489,2450,52,20,32,4897,2451,2446,4843,2434,2409,54,17,37,4746,2363,2383,4685,2344,2341,61,19,42,4603,2287,2316,4533,2265,2268,70,22,48,4492,2221,2271,4409,2189,2220,83,32,51,4369,2174,2195,4281,2142,2139,88,32,56
2,13350,島部,33995,17030,16965,33855,16911,16944,33720,16844,16876,33478,16809,16669,33268,16702,16566,33207,16735,16472,32928,16596,16332,32571,16408,16163,32287,16252,16035,32268,16248,16020,32214,16217,15997,32252,16218,16034,32094,16153,15941,31877,16021,15856,31783,16019,15764,31657,15992,15665,31440,15920,15520,30968,15629,15339,30648,15417,15231,30218,15193,15025,29828,14997,14831,29277,14833,14444,29078,14778,14300,28741,14615,14126,28508,14486,14022,28248,14376,13872,28020,14305,13715,27888,14234,13654,27803,14123,13680,27584,14071,13513,219,52,167,27338,13934,13404,27111,13874,13237,227,60,167,27039,13817,13222,26794,13743,13051,245,74,171,26757,13688,13069,26500,13595,12905,257,93,164,26307,13488,12819,26042,13391,12651,265,97,168,26048,13365,12683,25796,13275,12521,252,90,162,25706,13232,12474,25429,13121,12308,277,111,166,25339,13095,12244,25060,12983,12077,279,112,167,24926,12905,12021,24635,12775,11860,291,130,161,24552,12714,11838,24262,12588,11674,290,126,164,24170,12482,11688,23860,12342,11518,310,140,170,23793,12353,11440,23458,12189,11269,335,164,171,23272,12116,11156,22876,11919,10957,396,197,199,22627,11795,10832,22219,11590,10629,408,205,203
3,13360,大島支庁,17160,8465,8695,17083,8407,8676,17001,8355,8646,16859,8325,8534,16776,8294,8482,16821,8370,8451,16635,8270,8365,16413,8140,8273,16257,8039,8218,16106,7969,8137,15956,7906,8050,15974,7916,8058,15844,7833,8011,15689,7740,7949,15600,7716,7884,15478,7675,7803,15350,7636,7714,15167,7537,7630,15116,7488,7628,14925,7386,7539,14830,7344,7486,14722,7284,7438,14593,7232,7361,14362,7119,7243,14289,7075,7214,14129,7005,7124,14018,6991,7027,13881,6927,6954,13707,6834,6873,13649,6803,6846,58,31,27,13515,6782,6733,13457,6748,6709,58,34,24,13386,6751,6635,13314,6705,6609,72,46,26,13237,6698,6539,13150,6635,6515,87,63,24,12961,6564,6397,12869,6497,6372,92,67,25,12819,6504,6315,12733,6441,6292,86,63,23,12659,6446,6213,12556,6370,6186,103,76,27,12473,6376,6097,12359,6292,6067,114,84,30,12241,6253,5988,12112,6154,5958,129,99,30,12018,6140,5878,11891,6049,5842,127,91,36,11775,6010,5765,11636,5910,5726,139,100,39,11524,5911,5613,11372,5798,5574,152,113,39,11265,5801,5464,11084,5668,5416,181,133,48,10938,5628,5310,10744,5490,5254,194,138,56
4,13361,大島町,10770,5279,5491,10700,5227,5473,10617,5186,5431,10462,5128,5334,10355,5098,5257,10392,5162,5230,10281,5090,5191,10165,5018,5147,10072,4974,5098,10019,4944,5075,9950,4943,5007,9999,4955,5044,9908,4916,4992,9777,4827,4950,9747,4812,4935,9656,4798,4858,9611,4790,4821,9455,4694,4761,9386,4635,4751,9274,4590,4684,9184,4538,4646,9046,4465,4581,9007,4450,4557,8898,4421,4477,8856,4397,4459,8763,4356,4407,8652,4339,4313,8587,4316,4271,8433,4238,4195,8384,4210,4174,49,28,21,8305,4203,4102,8256,4171,4085,49,32,17,8253,4209,4044,8191,4166,4025,62,43,19,8178,4186,3992,8103,4129,3974,75,57,18,8015,4115,3900,7937,4055,3882,78,60,18,7880,4036,3844,7808,3979,3829,72,57,15,7716,3971,3745,7628,3901,3727,88,70,18,7544,3898,3646,7453,3825,3628,91,73,18,7411,3835,3576,7309,3749,3560,102,86,16,7262,3751,3511,7164,3674,3490,98,77,21,7150,3692,3458,7038,3603,3435,112,89,23,6982,3635,3347,6858,3535,3323,124,100,24,6813,3556,3257,6665,3438,3227,148,118,30,6589,3446,3143,6439,3332,3107,150,114,36
4,13362,利島村,299,155,144,304,157,147,313,160,153,319,164,155,319,165,154,322,170,152,307,165,142,294,157,137,298,160,138,298,162,136,303,163,140,296,158,138,296,152,144,307,159,148,311,160,151,303,159,144,297,157,140,305,156,149,304,159,145,302,158,144,305,160,145,303,156,147,294,155,139,293,151,142,297,160,137,297,162,135,319,174,145,318,173,145,316,167,149,316,167,149,-,-,-,306,166,140,306,166,140,-,-,-,307,165,142,307,165,142,-,-,-,314,170,144,313,169,144,1,1,-,315,168,147,314,167,147,1,1,-,321,175,146,320,175,145,1,-,1,323,175,148,322,175,147,1,-,1,322,182,140,318,179,139,4,3,1,310,179,131,305,176,129,5,3,2,332,184,148,326,181,145,6,3,3,317,174,143,312,172,140,5,2,3,314,170,144,307,166,141,7,4,3,300,161,139,294,158,136,6,3,3,303,158,145,292,151,141,11,7,4
4,13363,新島村,3774,1872,1902,3727,1844,1883,3704,1814,1890,3698,1822,1876,3670,1792,1878,3641,1790,1851,3603,1785,1818,3547,1741,1806,3475,1690,1785,3392,1657,1735,3309,1602,1707,3290,1601,1689,3275,1593,1682,3263,1589,1674,3230,1581,1649,3228,1563,1665,3184,1545,1639,3155,1536,1619,3201,1560,1641,3161,1529,1632,3164,1534,1630,3198,1549,1649,3165,1545,1620,3121,1509,1612,3085,1479,1606,3068,1480,1588,3059,1476,1583,3004,1444,1560,2979,1434,1545,2974,1432,1542,5,2,3,2933,1410,1523,2928,1408,1520,5,2,3,2888,1383,1505,2881,1381,1500,7,2,5,2818,1355,1463,2809,1351,1458,9,4,5,2753,1326,1427,2743,1321,1422,10,5,5,2724,1326,1398,2714,1321,1393,10,5,5,2722,1325,1397,2711,1320,1391,11,5,6,2688,1308,1380,2675,1304,1371,13,4,9,2633,1275,1358,2619,1272,1347,14,3,11,2547,1238,1309,2532,1234,1298,15,4,11,2495,1207,1288,2481,1205,1276,14,2,12,2453,1195,1258,2440,1193,1247,13,2,11,2415,1186,1229,2398,1182,1216,17,4,13,2336,1146,1190,2316,1140,1176,20,6,14
4,13364,神津島村,2317,1159,1158,2352,1179,1173,2367,1195,1172,2380,1211,1169,2432,1239,1193,2466,1248,1218,2444,1230,1214,2407,1224,1183,2412,1215,1197,2397,1206,1191,2394,1198,1196,2389,1202,1187,2365,1172,1193,2342,1165,1177,2312,1163,1149,2291,1155,1136,2258,1144,1114,2252,1151,1101,2225,1134,1091,2188,1109,1079,2177,1112,1065,2175,1114,1061,2127,1082,1045,2050,1038,1012,2051,1039,1012,2001,1007,994,1988,1002,986,1972,994,978,1979,995,984,1975,994,981,4,1,3,1971,1003,968,1967,1003,964,4,-,4,1938,994,944,1935,993,942,3,1,2,1927,987,940,1925,986,939,2,1,1,1878,955,923,1875,954,921,3,1,2,1894,967,927,1891,966,925,3,1,2,1898,975,923,1895,974,921,3,1,2,1919,988,931,1913,984,929,6,4,2,1887,964,923,1879,957,922,8,7,1,1877,967,910,1869,960,909,8,7,1,1813,937,876,1805,930,875,8,7,1,1775,911,864,1767,904,863,8,7,1,1737,898,839,1727,890,837,10,8,2,1710,878,832,1697,867,830,13,11,2
