地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13204,三鷹市,1,75～79,9555,4222,5333,9504,4196,5308,51,26,25
4,13204,三鷹市,1,80～84,6855,2803,4052,6823,2790,4033,32,13,19
4,13204,三鷹市,1,85～89,4850,1699,3151,4832,1691,3141,18,8,10
4,13204,三鷹市,1,90～94,2766,830,1936,2759,828,1931,7,2,5
4,13204,三鷹市,1,95～99,914,219,695,913,218,695,1,1,-
4,13204,三鷹市,1,100以上,158,17,141,156,16,140,2,1,1
4,13204,三鷹市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13205,青梅市,0,総数,128569,64688,63881,125109,62983,62126,3460,1705,1755
4,13205,青梅市,1,0～4,2936,1510,1426,2835,1453,1382,101,57,44
4,13205,青梅市,1,5～9,3910,2001,1909,3835,1963,1872,75,38,37
4,13205,青梅市,1,10～14,4676,2421,2255,4602,2378,2224,74,43,31
4,13205,青梅市,1,15～19,5654,2867,2787,5494,2781,2713,160,86,74
4,13205,青梅市,1,20～24,6171,3303,2868,5632,2994,2638,539,309,230
4,13205,青梅市,1,25～29,5896,3212,2684,5271,2845,2426,625,367,258
4,13205,青梅市,1,30～34,5773,3146,2627,5335,2904,2431,438,242,196
4,13205,青梅市,1,35～39,6256,3378,2878,5969,3223,2746,287,155,132
4,13205,青梅市,1,40～44,7032,3687,3345,6812,3587,3225,220,100,120
4,13205,青梅市,1,45～49,8226,4311,3915,8063,4252,3811,163,59,104
4,13205,青梅市,1,50～54,10736,5688,5048,10550,5633,4917,186,55,131
4,13205,青梅市,1,55～59,10004,5245,4759,9806,5191,4615,198,54,144
4,13205,青梅市,1,60～64,9271,4780,4491,9106,4723,4383,165,57,108
4,13205,青梅市,1,65～69,8218,4220,3998,8111,4182,3929,107,38,69
4,13205,青梅市,1,70～74,9141,4532,4609,9096,4516,4580,45,16,29
4,13205,青梅市,1,75～79,10051,4602,5449,10011,4588,5423,40,14,26
4,13205,青梅市,1,80～84,7384,3231,4153,7363,3224,4139,21,7,14
4,13205,青梅市,1,85～89,4394,1742,2652,4382,1737,2645,12,5,7
4,13205,青梅市,1,90～94,2139,679,1460,2135,676,1459,4,3,1
4,13205,青梅市,1,95～99,613,125,488,613,125,488,-,-,-
4,13205,青梅市,1,100以上,88,8,80,88,8,80,-,-,-
4,13205,青梅市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13206,府中市,0,総数,262162,130950,131212,255240,127699,127541,6922,3251,3671
4,13206,府中市,1,0～4,8355,4193,4162,8169,4101,4068,186,92,94
4,13206,府中市,1,5～9,10227,5293,4934,10046,5196,4850,181,97,84
4,13206,府中市,1,10～14,11842,6023,5819,11671,5926,5745,171,97,74
4,13206,府中市,1,15～19,12553,6491,6062,12336,6372,5964,217,119,98
4,13206,府中市,1,20～24,15398,8029,7369,14255,7494,6761,1143,535,608
4,13206,府中市,1,25～29,15713,8137,7576,14574,7526,7048,1139,611,528
4,13206,府中市,1,30～34,15163,7762,7401,14289,7280,7009,874,482,392
4,13206,府中市,1,35～39,15483,8049,7434,14854,7714,7140,629,335,294
4,13206,府中市,1,40～44,17761,9074,8687,17245,8862,8383,516,212,304
4,13206,府中市,1,45～49,19502,10131,9371,19029,9943,9086,473,188,285
4,13206,府中市,1,50～54,22560,11592,10968,22183,11458,10725,377,134,243
4,13206,府中市,1,55～59,20822,10834,9988,20453,10725,9728,369,109,260
4,13206,府中市,1,60～64,17163,8908,8255,16889,8814,8075,274,94,180
4,13206,府中市,1,65～69,12964,6612,6352,12780,6544,6236,184,68,116
4,13206,府中市,1,70～74,11918,5752,6166,11842,5715,6127,76,37,39
4,13206,府中市,1,75～79,13612,6247,7365,13562,6226,7336,50,21,29
4,13206,府中市,1,80～84,9761,3943,5818,9728,3931,5797,33,12,21
4,13206,府中市,1,85～89,6660,2497,4163,6643,2492,4151,17,5,12
4,13206,府中市,1,90～94,3575,1119,2456,3565,1117,2448,10,2,8
4,13206,府中市,1,95～99,983,240,743,980,239,741,3,1,2
4,13206,府中市,1,100以上,147,24,123,147,24,123,-,-,-
4,13206,府中市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13207,昭島市,0,総数,116049,57705,58344,112115,55794,56321,3934,1911,2023
4,13207,昭島市,1,0～4,3964,2046,1918,3837,1980,1857,127,66,61
4,13207,昭島市,1,5～9,4659,2409,2250,4568,2359,2209,91,50,41
4,13207,昭島市,1,10～14,4952,2481,2471,4863,2433,2430,89,48,41
4,13207,昭島市,1,15～19,5005,2558,2447,4877,2485,2392,128,73,55
4,13207,昭島市,1,20～24,5740,2975,2765,5226,2696,2530,514,279,235
4,13207,昭島市,1,25～29,6473,3440,3033,5857,3099,2758,616,341,275
4,13207,昭島市,1,30～34,6839,3528,3311,6344,3283,3061,495,245,250
4,13207,昭島市,1,35～39,7138,3722,3416,6720,3501,3219,418,221,197
4,13207,昭島市,1,40～44,7586,3921,3665,7298,3783,3515,288,138,150
4,13207,昭島市,1,45～49,8322,4425,3897,8101,4329,3772,221,96,125
4,13207,昭島市,1,50～54,9226,4672,4554,8992,4586,4406,234,86,148
4,13207,昭島市,1,55～59,8344,4370,3974,8117,4290,3827,227,80,147
4,13207,昭島市,1,60～64,7240,3691,3549,7075,3626,3449,165,65,100
4,13207,昭島市,1,65～69,6221,3015,3206,6103,2969,3134,118,46,72
4,13207,昭島市,1,70～74,6665,3181,3484,6589,3154,3435,76,27,49
4,13207,昭島市,1,75～79,7342,3386,3956,7294,3361,3933,48,25,23
4,13207,昭島市,1,80～84,5027,2099,2928,4984,2084,2900,43,15,28
4,13207,昭島市,1,85～89,3243,1213,2030,3217,1207,2010,26,6,20
4,13207,昭島市,1,90～94,1579,472,1107,1570,468,1102,9,4,5
4,13207,昭島市,1,95～99,418,90,328,418,90,328,-,-,-
4,13207,昭島市,1,100以上,66,11,55,65,11,54,1,-,1
4,13207,昭島市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13208,調布市,0,総数,241074,117083,123991,234857,113913,120944,6217,3170,3047
4,13208,調布市,1,0～4,7941,4097,3844,7795,4025,3770,146,72,74
4,13208,調布市,1,5～9,9792,4966,4826,9672,4904,4768,120,62,58
4,13208,調布市,1,10～14,10215,5147,5068,10109,5095,5014,106,52,54
4,13208,調布市,1,15～19,10513,5395,5118,10331,5304,5027,182,91,91
4,13208,調布市,1,20～24,13665,6961,6704,12753,6411,6342,912,550,362
4,13208,調布市,1,25～29,15632,7682,7950,14624,7129,7495,1008,553,455
4,13208,調布市,1,30～34,14748,7297,7451,13929,6841,7088,819,456,363
4,13208,調布市,1,35～39,14991,7408,7583,14336,7069,7267,655,339,316
4,13208,調布市,1,40～44,17084,8588,8496,16606,8354,8252,478,234,244
4,13208,調布市,1,45～49,18503,9264,9239,18108,9087,9021,395,177,218
4,13208,調布市,1,50～54,20780,10364,10416,20421,10204,10217,359,160,199
4,13208,調布市,1,55～59,18656,9348,9308,18338,9222,9116,318,126,192
4,13208,調布市,1,60～64,15634,7899,7735,15398,7801,7597,236,98,138
4,13208,調布市,1,65～69,11187,5547,5640,11027,5494,5533,160,53,107
4,13208,調布市,1,70～74,10443,4899,5544,10311,4831,5480,132,68,64
4,13208,調布市,1,75～79,11889,5316,6573,11806,5279,6527,83,37,46
4,13208,調布市,1,80～84,8611,3400,5211,8571,3383,5188,40,17,23
4,13208,調布市,1,85～89,6157,2175,3982,6116,2156,3960,41,19,22
4,13208,調布市,1,90～94,3514,1083,2431,3490,1078,2412,24,5,19
4,13208,調布市,1,95～99,1011,235,776,1008,234,774,3,1,2
4,13208,調布市,1,100以上,108,12,96,108,12,96,-,-,-
4,13208,調布市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13209,町田市,0,総数,430428,210063,220365,419482,204622,214860,10946,5441,5505
4,13209,町田市,1,0～4,13081,6753,6328,12646,6528,6118,435,225,210
4,13209,町田市,1,5～9,16438,8377,8061,16008,8162,7846,430,215,215
4,13209,町田市,1,10～14,18476,9602,8874,18178,9443,8735,298,159,139
4,13209,町田市,1,15～19,21159,10744,10415,20846,10595,10251,313,149,164
4,13209,町田市,1,20～24,23586,12067,11519,22186,11336,10850,1400,731,669
4,13209,町田市,1,25～29,21257,10805,10452,19575,9919,9656,1682,886,796
4,13209,町田市,1,30～34,20705,10583,10122,19206,9758,9448,1499,825,674
4,13209,町田市,1,35～39,22082,11240,10842,20935,10651,10284,1147,589,558
4,13209,町田市,1,40～44,25768,13083,12685,24871,12637,12234,897,446,451
4,13209,町田市,1,45～49,30110,15161,14949,29405,14837,14568,705,324,381
4,13209,町田市,1,50～54,37350,18758,18592,36747,18492,18255,603,266,337
4,13209,町田市,1,55～59,34553,17736,16817,34021,17531,16490,532,205,327
4,13209,町田市,1,60～64,27927,14135,13792,27503,13963,13540,424,172,252
4,13209,町田市,1,65～69,22445,10967,11478,22210,10871,11339,235,96,139
4,13209,町田市,1,70～74,22665,10654,12011,22535,10598,11937,130,56,74
4,13209,町田市,1,75～79,27374,12032,15342,27264,11979,15285,110,53,57
4,13209,町田市,1,80～84,21615,8798,12817,21558,8768,12790,57,30,27
4,13209,町田市,1,85～89,14739,5740,8999,14709,5734,8975,30,6,24
4,13209,町田市,1,90～94,6974,2324,4650,6959,2318,4641,15,6,9
4,13209,町田市,1,95～99,1846,462,1384,1844,461,1383,2,1,1
4,13209,町田市,1,100以上,278,42,236,276,41,235,2,1,1
4,13209,町田市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13210,小金井市,0,総数,125970,62002,63968,121835,59925,61910,4135,2077,2058
4,13210,小金井市,1,0～4,4632,2378,2254,4490,2294,2196,142,84,58
4,13210,小金井市,1,5～9,5494,2789,2705,5371,2738,2633,123,51,72
4,13210,小金井市,1,10～14,5524,2891,2633,5400,2829,2571,124,62,62
4,13210,小金井市,1,15～19,5288,2748,2540,5118,2669,2449,170,79,91
4,13210,小金井市,1,20～24,7599,3931,3668,6950,3603,3347,649,328,321
4,13210,小金井市,1,25～29,8104,4058,4046,7385,3666,3719,719,392,327
4,13210,小金井市,1,30～34,8349,4057,4292,7784,3764,4020,565,293,272
4,13210,小金井市,1,35～39,8553,4236,4317,8104,4018,4086,449,218,231
4,13210,小金井市,1,40～44,8906,4513,4393,8596,4359,4237,310,154,156
4,13210,小金井市,1,45～49,9286,4732,4554,9014,4599,4415,272,133,139
4,13210,小金井市,1,50～54,9522,4776,4746,9321,4678,4643,201,98,103
4,13210,小金井市,1,55～59,8997,4512,4485,8844,4454,4390,153,58,95
4,13210,小金井市,1,60～64,8167,4145,4022,8043,4090,3953,124,55,69
4,13210,小金井市,1,65～69,6350,3276,3074,6287,3243,3044,63,33,30
4,13210,小金井市,1,70～74,5643,2764,2879,5611,2747,2864,32,17,15
4,13210,小金井市,1,75～79,6073,2825,3248,6058,2815,3243,15,10,5
4,13210,小金井市,1,80～84,4099,1661,2438,4082,1654,2428,17,7,10
4,13210,小金井市,1,85～89,2997,1071,1926,2992,1068,1924,5,3,2
4,13210,小金井市,1,90～94,1736,517,1219,1735,516,1219,1,1,-
4,13210,小金井市,1,95～99,575,113,462,574,112,462,1,1,-
4,13210,小金井市,1,100以上,76,9,67,76,9,67,-,-,-
4,13210,小金井市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13211,小平市,0,総数,197404,96539,100865,190527,93255,97272,6877,3284,3593
4,13211,小平市,1,0～4,6751,3465,3286,6579,3380,3199,172,85,87
4,13211,小平市,1,5～9,8572,4431,4141,8388,4333,4055,184,98,86
4,13211,小平市,1,10～14,9085,4689,4396,8945,4622,4323,140,67,73
4,13211,小平市,1,15～19,9343,4745,4598,8958,4574,4384,385,171,214
4,13211,小平市,1,20～24,11460,5636,5824,9960,4948,5012,1500,688,812
4,13211,小平市,1,25～29,10650,5384,5266,9535,4803,4732,1115,581,534
4,13211,小平市,1,30～34,11073,5559,5514,10270,5123,5147,803,436,367
4,13211,小平市,1,35～39,11788,5972,5816,11110,5629,5481,678,343,335
4,13211,小平市,1,40～44,13229,6776,6453,12788,6572,6216,441,204,237
4,13211,小平市,1,45～49,14063,7206,6857,13717,7055,6662,346,151,195
4,13211,小平市,1,50～54,15919,8020,7899,15606,7880,7726,313,140,173
4,13211,小平市,1,55～59,14759,7452,7307,14498,7354,7144,261,98,163
4,13211,小平市,1,60～64,13214,6614,6600,12998,6526,6472,216,88,128
4,13211,小平市,1,65～69,10338,5119,5219,10213,5065,5148,125,54,71
4,13211,小平市,1,70～74,9362,4499,4863,9281,4457,4824,81,42,39
4,13211,小平市,1,75～79,10496,4733,5763,10435,4706,5729,61,27,34
4,13211,小平市,1,80～84,7638,3085,4553,7614,3080,4534,24,5,19
4,13211,小平市,1,85～89,5541,1979,3562,5519,1974,3545,22,5,17
4,13211,小平市,1,90～94,3101,960,2141,3095,959,2136,6,1,5
4,13211,小平市,1,95～99,888,197,691,884,197,687,4,-,4
4,13211,小平市,1,100以上,134,18,116,134,18,116,-,-,-
4,13211,小平市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13212,日野市,0,総数,189194,94526,94668,184677,92194,92483,4517,2332,2185
4,13212,日野市,1,0～4,6232,3274,2958,6115,3217,2898,117,57,60
4,13212,日野市,1,5～9,7516,3964,3552,7407,3908,3499,109,56,53
4,13212,日野市,1,10～14,8180,4152,4028,8087,4104,3983,93,48,45
4,13212,日野市,1,15～19,8682,4450,4232,8509,4365,4144,173,85,88
4,13212,日野市,1,20～24,10637,5567,5070,9885,5138,4747,752,429,323
4,13212,日野市,1,25～29,11107,5771,5336,10296,5288,5008,811,483,328
4,13212,日野市,1,30～34,11019,5723,5296,10420,5381,5039,599,342,257
4,13212,日野市,1,35～39,11211,5825,5386,10781,5596,5185,430,229,201
4,13212,日野市,1,40～44,12311,6437,5874,11987,6264,5723,324,173,151
4,13212,日野市,1,45～49,13503,6958,6545,13208,6835,6373,295,123,172
4,13212,日野市,1,50～54,15808,8138,7670,15555,8042,7513,253,96,157
4,13212,日野市,1,55～59,14501,7694,6807,14301,7628,6673,200,66,134
4,13212,日野市,1,60～64,11737,6116,5621,11588,6056,5532,149,60,89
4,13212,日野市,1,65～69,8789,4449,4340,8708,4421,4287,81,28,53
4,13212,日野市,1,70～74,9136,4276,4860,9079,4247,4832,57,29,28
4,13212,日野市,1,75～79,10857,4808,6049,10815,4793,6022,42,15,27
4,13212,日野市,1,80～84,8509,3488,5021,8487,3479,5008,22,9,13
4,13212,日野市,1,85～89,5756,2276,3480,5748,2272,3476,8,4,4
4,13212,日野市,1,90～94,2853,951,1902,2851,951,1900,2,-,2
4,13212,日野市,1,95～99,757,192,565,757,192,565,-,-,-
4,13212,日野市,1,100以上,93,17,76,93,17,76,-,-,-
4,13212,日野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13213,東村山市,0,総数,152136,73987,78149,147473,71689,75784,4663,2298,2365
4,13213,東村山市,1,0～4,4773,2506,2267,4631,2442,2189,142,64,78
4,13213,東村山市,1,5～9,5738,2913,2825,5578,2830,2748,160,83,77
4,13213,東村山市,1,10～14,6175,3198,2977,6035,3121,2914,140,77,63
4,13213,東村山市,1,15～19,6970,3602,3368,6754,3510,3244,216,92,124
4,13213,東村山市,1,20～24,7752,3871,3881,7079,3474,3605,673,397,276
4,13213,東村山市,1,25～29,7693,3847,3846,7050,3489,3561,643,358,285
4,13213,東村山市,1,30～34,7888,3943,3945,7325,3626,3699,563,317,246
4,13213,東村山市,1,35～39,8598,4317,4281,8112,4071,4041,486,246,240
4,13213,東村山市,1,40～44,9420,4838,4582,9004,4638,4366,416,200,216
4,13213,東村山市,1,45～49,10380,5295,5085,10073,5172,4901,307,123,184
4,13213,東村山市,1,50～54,12768,6451,6317,12492,6337,6155,276,114,162
4,13213,東村山市,1,55～59,11994,6043,5951,11755,5965,5790,239,78,161
4,13213,東村山市,1,60～64,10585,5353,5232,10406,5290,5116,179,63,116
4,13213,東村山市,1,65～69,8478,4174,4304,8386,4141,4245,92,33,59
4,13213,東村山市,1,70～74,8273,3950,4323,8223,3927,4296,50,23,27
4,13213,東村山市,1,75～79,9236,4102,5134,9203,4085,5118,33,17,16
4,13213,東村山市,1,80～84,6973,2799,4174,6949,2792,4157,24,7,17
4,13213,東村山市,1,85～89,5014,1808,3206,4997,1803,3194,17,5,12
4,13213,東村山市,1,90～94,2638,796,1842,2634,795,1839,4,1,3
4,13213,東村山市,1,95～99,696,168,528,694,168,526,2,-,2
4,13213,東村山市,1,100以上,94,13,81,93,13,80,1,-,1
4,13213,東村山市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,0,総数,130076,63812,66264,126473,62032,64441,3603,1780,1823
4,13214,国分寺市,1,0～4,4722,2430,2292,4608,2368,2240,114,62,52
4,13214,国分寺市,1,5～9,5825,3026,2799,5697,2956,2741,128,70,58
4,13214,国分寺市,1,10～14,5586,2896,2690,5496,2850,2646,90,46,44
4,13214,国分寺市,1,15～19,5714,2938,2776,5603,2879,2724,111,59,52
4,13214,国分寺市,1,20～24,7426,3650,3776,6901,3404,3497,525,246,279
4,13214,国分寺市,1,25～29,8326,4158,4168,7614,3790,3824,712,368,344
4,13214,国分寺市,1,30～34,8171,4100,4071,7690,3859,3831,481,241,240
4,13214,国分寺市,1,35～39,8784,4561,4223,8396,4363,4033,388,198,190
4,13214,国分寺市,1,40～44,8875,4577,4298,8577,4415,4162,298,162,136
4,13214,国分寺市,1,45～49,9252,4683,4569,9051,4591,4460,201,92,109
4,13214,国分寺市,1,50～54,10113,4946,5167,9975,4882,5093,138,64,74
4,13214,国分寺市,1,55～59,9663,4884,4779,9523,4828,4695,140,56,84
4,13214,国分寺市,1,60～64,8564,4360,4204,8446,4309,4137,118,51,67
4,13214,国分寺市,1,65～69,6615,3293,3322,6550,3267,3283,65,26,39
4,13214,国分寺市,1,70～74,5671,2732,2939,5622,2711,2911,49,21,28
4,13214,国分寺市,1,75～79,6273,2737,3536,6251,2725,3526,22,12,10
4,13214,国分寺市,1,80～84,4596,1875,2721,4585,1873,2712,11,2,9
4,13214,国分寺市,1,85～89,3373,1228,2145,3364,1225,2139,9,3,6
4,13214,国分寺市,1,90～94,1889,590,1299,1887,589,1298,2,1,1
4,13214,国分寺市,1,95～99,566,136,430,565,136,429,1,-,1
4,13214,国分寺市,1,100以上,72,12,60,72,12,60,-,-,-
4,13214,国分寺市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13215,国立市,0,総数,76460,37156,39304,74277,36069,38208,2183,1087,1096
4,13215,国立市,1,0～4,2119,1088,1031,2068,1060,1008,51,28,23
4,13215,国立市,1,5～9,2931,1506,1425,2870,1475,1395,61,31,30
4,13215,国立市,1,10～14,3072,1612,1460,3004,1567,1437,68,45,23
4,13215,国立市,1,15～19,3286,1708,1578,3210,1665,1545,76,43,33
4,13215,国立市,1,20～24,4344,2214,2130,4067,2073,1994,277,141,136
4,13215,国立市,1,25～29,4724,2341,2383,4330,2146,2184,394,195,199
4,13215,国立市,1,30～34,4395,2225,2170,4126,2082,2044,269,143,126
4,13215,国立市,1,35～39,4353,2181,2172,4133,2065,2068,220,116,104
4,13215,国立市,1,40～44,5020,2524,2496,4837,2429,2408,183,95,88
4,13215,国立市,1,45～49,5251,2653,2598,5110,2588,2522,141,65,76
4,13215,国立市,1,50～54,6031,2943,3088,5916,2896,3020,115,47,68
4,13215,国立市,1,55～59,6104,2985,3119,6014,2947,3067,90,38,52
4,13215,国立市,1,60～64,5819,2924,2895,5714,2879,2835,105,45,60
4,13215,国立市,1,65～69,4427,2230,2197,4368,2204,2164,59,26,33
4,13215,国立市,1,70～74,3952,1861,2091,3918,1844,2074,34,17,17
4,13215,国立市,1,75～79,4138,1869,2269,4121,1865,2256,17,4,13
4,13215,国立市,1,80～84,2960,1150,1810,2947,1144,1803,13,6,7
4,13215,国立市,1,85～89,2058,709,1349,2050,707,1343,8,2,6
4,13215,国立市,1,90～94,1116,364,752,1114,364,750,2,-,2
4,13215,国立市,1,95～99,319,65,254,319,65,254,-,-,-
4,13215,国立市,1,100以上,41,4,37,41,4,37,-,-,-
4,13215,国立市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13218,福生市,0,総数,56896,28695,28201,51796,25974,25822,5100,2721,2379
4,13218,福生市,1,0～4,1634,811,823,1425,705,720,209,106,103
4,13218,福生市,1,5～9,1744,899,845,1607,832,775,137,67,70
4,13218,福生市,1,10～14,1940,986,954,1856,939,917,84,47,37
4,13218,福生市,1,15～19,2285,1169,1116,2066,1038,1028,219,131,88
4,13218,福生市,1,20～24,3390,1799,1591,2597,1349,1248,793,450,343
4,13218,福生市,1,25～29,3697,2020,1677,2769,1495,1274,928,525,403
4,13218,福生市,1,30～34,3686,1994,1692,2931,1539,1392,755,455,300
4,13218,福生市,1,35～39,3321,1804,1517,2817,1499,1318,504,305,199
4,13218,福生市,1,40～44,3350,1846,1504,3025,1667,1358,325,179,146
4,13218,福生市,1,45～49,3585,1894,1691,3328,1772,1556,257,122,135
4,13218,福生市,1,50～54,4453,2321,2132,4249,2231,2018,204,90,114
4,13218,福生市,1,55～59,4233,2179,2054,3975,2083,1892,258,96,162
4,13218,福生市,1,60～64,3909,1973,1936,3739,1919,1820,170,54,116
4,13218,福生市,1,65～69,3433,1745,1688,3325,1705,1620,108,40,68
4,13218,福生市,1,70～74,3432,1714,1718,3358,1690,1668,74,24,50
4,13218,福生市,1,75～79,3529,1621,1908,3483,1605,1878,46,16,30
4,13218,福生市,1,80～84,2520,1056,1464,2506,1049,1457,14,7,7
4,13218,福生市,1,85～89,1611,570,1041,1601,565,1036,10,5,5
4,13218,福生市,1,90～94,855,236,619,853,236,617,2,-,2
4,13218,福生市,1,95～99,249,54,195,247,53,194,2,1,1
4,13218,福生市,1,100以上,40,4,36,39,3,36,1,1,-
4,13218,福生市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13219,狛江市,0,総数,82258,39790,42468,80336,38770,41566,1922,1020,902
4,13219,狛江市,1,0～4,2643,1344,1299,2598,1322,1276,45,22,23
4,13219,狛江市,1,5～9,3344,1759,1585,3310,1741,1569,34,18,16
4,13219,狛江市,1,10～14,3429,1722,1707,3391,1702,1689,38,20,18
4,13219,狛江市,1,15～19,3190,1657,1533,3130,1630,1500,60,27,33
4,13219,狛江市,1,20～24,4401,2201,2200,4160,2057,2103,241,144,97
4,13219,狛江市,1,25～29,5263,2527,2736,4924,2320,2604,339,207,132
4,13219,狛江市,1,30～34,4979,2401,2578,4693,2252,2441,286,149,137
4,13219,狛江市,1,35～39,4891,2355,2536,4674,2243,2431,217,112,105
4,13219,狛江市,1,40～44,5663,2767,2896,5493,2674,2819,170,93,77
4,13219,狛江市,1,45～49,6241,3215,3026,6114,3155,2959,127,60,67
4,13219,狛江市,1,50～54,6631,3302,3329,6518,3247,3271,113,55,58
4,13219,狛江市,1,55～59,6326,3168,3158,6239,3134,3105,87,34,53
4,13219,狛江市,1,60～64,5310,2760,2550,5228,2719,2509,82,41,41
4,13219,狛江市,1,65～69,4160,2075,2085,4130,2061,2069,30,14,16
4,13219,狛江市,1,70～74,3731,1803,1928,3716,1796,1920,15,7,8
4,13219,狛江市,1,75～79,4452,2007,2445,4432,1999,2433,20,8,12
4,13219,狛江市,1,80～84,3386,1337,2049,3373,1330,2043,13,7,6
4,13219,狛江市,1,85～89,2423,883,1540,2420,881,1539,3,2,1
4,13219,狛江市,1,90～94,1365,414,951,1364,414,950,1,-,1
4,13219,狛江市,1,95～99,371,77,294,370,77,293,1,-,1
4,13219,狛江市,1,100以上,59,16,43,59,16,43,-,-,-
4,13219,狛江市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13220,東大和市,0,総数,84989,41575,43414,83438,40914,42524,1551,661,890
4,13220,東大和市,1,0～4,2632,1317,1315,2600,1307,1293,32,10,22
4,13220,東大和市,1,5～9,3344,1712,1632,3309,1695,1614,35,17,18
4,13220,東大和市,1,10～14,3769,1927,1842,3733,1914,1819,36,13,23
4,13220,東大和市,1,15～19,4051,2033,2018,3990,2003,1987,61,30,31
4,13220,東大和市,1,20～24,4066,2024,2042,3895,1932,1963,171,92,79
4,13220,東大和市,1,25～29,3979,2014,1965,3803,1918,1885,176,96,80
4,13220,東大和市,1,30～34,4056,2033,2023,3933,1959,1974,123,74,49
4,13220,東大和市,1,35～39,4653,2358,2295,4517,2278,2239,136,80,56
4,13220,東大和市,1,40～44,5115,2599,2516,4982,2547,2435,133,52,81
4,13220,東大和市,1,45～49,5825,2993,2832,5711,2952,2759,114,41,73
4,13220,東大和市,1,50～54,7019,3532,3487,6895,3498,3397,124,34,90
4,13220,東大和市,1,55～59,6912,3580,3332,6774,3541,3233,138,39,99
4,13220,東大和市,1,60～64,5906,3049,2857,5803,3024,2779,103,25,78
4,13220,東大和市,1,65～69,4450,2200,2250,4388,2177,2211,62,23,39
4,13220,東大和市,1,70～74,4687,2267,2420,4647,2254,2393,40,13,27
4,13220,東大和市,1,75～79,5603,2521,3082,5584,2517,3067,19,4,15
4,13220,東大和市,1,80～84,4292,1799,2493,4269,1792,2477,23,7,16
4,13220,東大和市,1,85～89,2854,1036,1818,2833,1027,1806,21,9,12
4,13220,東大和市,1,90～94,1432,501,931,1429,499,930,3,2,1
4,13220,東大和市,1,95～99,305,77,228,304,77,227,1,-,1
4,13220,東大和市,1,100以上,39,3,36,39,3,36,-,-,-
4,13220,東大和市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,総数,75682,36456,39226,73748,35544,38204,1934,912,1022
4,13221,清瀬市,1,0～4,2461,1255,1206,2411,1225,1186,50,30,20
4,13221,清瀬市,1,5～9,2904,1502,1402,2851,1470,1381,53,32,21
4,13221,清瀬市,1,10～14,3097,1555,1542,3045,1531,1514,52,24,28
4,13221,清瀬市,1,15～19,3487,1764,1723,3419,1721,1698,68,43,25
4,13221,清瀬市,1,20～24,4013,1969,2044,3796,1862,1934,217,107,110
4,13221,清瀬市,1,25～29,4050,1917,2133,3768,1768,2000,282,149,133
4,13221,清瀬市,1,30～34,3907,1931,1976,3677,1805,1872,230,126,104
4,13221,清瀬市,1,35～39,4109,2080,2029,3908,1978,1930,201,102,99
4,13221,清瀬市,1,40～44,4558,2288,2270,4405,2214,2191,153,74,79
4,13221,清瀬市,1,45～49,5036,2513,2523,4888,2458,2430,148,55,93
4,13221,清瀬市,1,50～54,6349,3241,3108,6208,3188,3020,141,53,88
4,13221,清瀬市,1,55～59,5814,2988,2826,5714,2950,2764,100,38,62
4,13221,清瀬市,1,60～64,4973,2521,2452,4871,2487,2384,102,34,68
4,13221,清瀬市,1,65～69,3880,1888,1992,3824,1871,1953,56,17,39
4,13221,清瀬市,1,70～74,4015,1914,2101,3983,1903,2080,32,11,21
4,13221,清瀬市,1,75～79,4732,2087,2645,4706,2076,2630,26,11,15
4,13221,清瀬市,1,80～84,3719,1441,2278,3707,1438,2269,12,3,9
4,13221,清瀬市,1,85～89,2828,1062,1766,2822,1061,1761,6,1,5
4,13221,清瀬市,1,90～94,1384,445,939,1381,444,937,3,1,2
4,13221,清瀬市,1,95～99,319,91,228,317,90,227,2,1,1
4,13221,清瀬市,1,100以上,47,4,43,47,4,43,-,-,-
4,13221,清瀬市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,0,総数,116570,56433,60137,113305,54901,58404,3265,1532,1733
4,13222,東久留米市,1,0～4,3736,1912,1824,3618,1856,1762,118,56,62
4,13222,東久留米市,1,5～9,4694,2401,2293,4577,2344,2233,117,57,60
4,13222,東久留米市,1,10～14,5034,2529,2505,4906,2473,2433,128,56,72
4,13222,東久留米市,1,15～19,5092,2641,2451,4963,2571,2392,129,70,59
